clean,label
moga bnyk vocer gratis ongkir diskon gratis blnja,1
sekarang makin lama kirim batas waktu estimasi gak karuan harus dapat koin lambat kirim waktu estimasi undur mulu supaya gak dapat koin aneh kecewa banget sama shopee sekarang gak beri layan baik bagi langgan,0
tolong aktif spinjam langgan setia,1
dah lama langgan gak mau pindah lagi,0
allhamdulilah berkat shopee jauh asa dekat mustahil rasa dapat kita beli tapi sekarang papun kita mau semua sini tergatung uang lagi lancar terus shopee,0
selalu puas layan,1
woi top limited aja kira alfa indomaret teller bank kerja kami tumpuk bukan ngurusin hitung uang costumer aja,1
banyak untung apk lain seperti kembali barang atau uang dangat cepat,0
sangat puas belanja online shoppe,1
akan nilai shope adalah toko bintang mana karena sya beli trafo belt dapat kendala brmslh pada barang namun sya aju kembali tolak oleh shope sya sbg beli mrasa rugi shope tdk bantu menyelsaikan mslh malah bilang beli hrs mnerima barang dia beli padahal barang bobrok minus chat pnjual respon order kasih catat ngaruh kbijakan shope akan kurang beli dalam apk,0
aplikasi jlek kali padahal guna baru mlah fitur codnya paling jelek masa voucher pakai maksud gimana sumpah paling nyesel instal udahlah mending usah instal buat mau instal,1
gara gara shopee lot tadi koin potong,0
aplikasi satu indonesia,0
sangat bagus kualitas,1
belanja tanpa ragu asuransi belanja puas tapi aplikasi makan ruang simpan sangat besar hingga sesak ram kecil akhir gak semangat buka aplikasi belanja perangkat sangat lot sedia aplikasi tolong dong jangan update aplikasi jadi tambah besar,0
top,1
sangat puas belanja shope hanya saja jasa kurir lebih harga barang,1
bantu kaum mager,0
makin kesini shopee makin ribet kembali dana tele ngaret turus sampai minggu padahal biasa gak pernah kayak gin kecewa males belanja shopee lagi takut pas barang datang sesuai sulit retur,0
spx banyak kurir maling taii makin parah,0
chat shopee kenapa gak hapus foto kirim download hapus gak rawan banget loh foto salah guna orang iseng harus khusus chat foto hapus sudah sekarang biaya tambah khusus dimensi voucher garansi tepat waktu minimal belanja harus banyak padahal beli banyak potong banyak daripada voucher garansi arti sama aja tuh voucher garansi gak guna shopee sekarang makin buruk rasa mau coba aplikasi lai,1
agak kecewa spay later pakistan gagal trs verifikasi,0
kenapa cod cod cek dulu laku lokasi sayang banget padahal dulu aplikasi shopping andal,0
mudah amanah,1
belanja muas kan barangnyah murah bikin riah,1
bikin makin konsumtif joszz jiss,1
gratis ongkir barang serba,1
sangat puas belanja shopee sukses selalu,1
aplikasi shopee ujung ujung mau hapus entah kenapa barang pesan sangat lama sampai dua bulan baru kurir datang pun datang rumah,0
belanja shopee mudah cari barang kita butuh akan tau barang apa kita ingin moga shopee tetep amanah utama toko jual siap barang dagang,1
sangat mudah cepet batal kembali dana mksh shoope,1
cukup muas aplikasi lancar,0
suka banget belanja shoppe selain murah praktis tdk perlu keluar rumah semua shopee paling suka adalah kembali barang dgn cepat mudah jika barang rusak atau sesuai pesan tambah gratis ongkir pula hemm trimakasih banyak shopee cinta pada,1
spx express sampah banget masa paket stuck hampir minggu tolong kembali,1
tolong klo baru masuk shope jangan langsung arahin video langsung arahin menu utama aja bikin lot video ahope trima ksih kalo atur sya naikin lagi bintang,1
puas shopie,1
hanya suka pesan online,0
terus baik utama kurir,1
selalu guna shopee perlu beli apa karna kecewa dlm pelayananya selalu tepat waktu jika beli barang terima kasih shopee,1
mantaf sangat bantu bagi tinggal daerah jauh kota males keluar belanja,0
kirim sesuai estimasi,1
cara blokir iklan shopee aplikasi blocksite paling mudah download blocksite play store buka app ketuk tanda ketik shopee aktif accessibility settings saat minta laku semua browser chrome firefox dll aplikasi stay focused download stay focused play store mirip blocksite blokir per situs atau per jadwal,0
makin hari makin kaya kambing shopyy niat mau ningkatkan aman shopyy malah kaya kucing gak niat ikut atur shopy masa guna baru akun semua serba baru gilir sen pas cheakaout malah kata promo gratis ongkir pakai kan babi banget guna baru baru email baru nomor baru semua baru masak mungkin gara gara keditek shopy nama sama alamat sama akun belum hilang,1
layan kirim sangat buruk,0
mantap freeongkir walaupun naik tapi oke lahhh aman masih,1
mantap sesuai gambar mudah mudah tokoh anah,1
pertama kali jadi korban tidak adilam shopee akun aff tiba pinalti aju banding tolak besok tiba nonaktif permanen parah komisi bekuin beri tuduh langgar laku shopee hanya laku tidak adil hadap konsumen tapi beri hal langgar masuk akal laku benar kecewa tindak shopee sangag kecewa sangat adil,0
udh mulai ribet afeliet ajah dikit dikit batas tolong dong akun afeliet beku mohon agar aktip kembali gimana mau nyari cuan afeliet ajah malah beku susah lagi aju banding malah tolak makin ribet shopee,0
apk sampah,0
cukup muas kualitas sesuai harga layan muas baik kurir maupun jual,1
puas pokok belanja shopee,1
shopee semua lengkap,0
tampil pesan notifikasi telah diupdate malah bikin emosi aja semua pesan masuk baik promo info shopee info uang live video hadiah hapus seperti dulu akhir tumpuk kasih rating bintang saja update notifikasi tidakbisa hapus malah susah guna makasih,0
suka shoppe lngkap murah pngiriman cepat banyak gratis ongkirnya kadang toko bodong sayang kurang aman gampang tipu lbih tingkat aman sip,1
bagus buat belanja online,1
sangan relevan cepat sesuai ekspektasi,1
bgus belanja bagai macam butuh,1
belanja tanpa ribet banyak solusi mantap selalu gratis ongkir mantap mudah kaum wanita rebah males keluar rumah mah,1
pake shope udah tahun bug samsek,0
bagus layan produk kirim,1
guna baru dpt miliard saldo,1
iklan tampil terlalu banyak cukup ganggu kes paksa bukan tarik justru buat orang enggan guna,0
shopee tempat belanja mudah aman praktis sehingga beli nyaman aman mudah ayoo baik dishoopee saja,1
anjur saja bibit tanam jangan jual repeck pasti tanam tumbuh kirim luar jawa apakah sampai bibit tanam aman mati,0
kapan shopee fitur mode gelap tolong tambahin fitur biar mata gak silau,0
kecewa berat sih mau masuk akun shopee bru lupa keluar lama jdi gnti akun pas mau masuk nomor telpon krna udh daftar lama kecewa bgtt,0
lagi asik nonton film shopee iklan mulu ganggu banget tau ngga sih udah kenal masih naruh iklan tempat salah baik tuh marketing bikin ngga nyaman banget ogah belanja lagi,0
kirim cepat barang sesuai pesan layan toko baik buat sophie the best,1
tiap buka aplikasi muncul video duluan ganggu sekali,0
bagus harga murah murah bentar bentar promo tarik,1
good job thanks shopee,1
belum jangan pernah sambung bayar playstore jika ingin tagih bengkak akibat aplikasi tanpa konfirmasi tanpa masuk pin tiba tiba motong sendiri baru kali gua riview bintang makin baik,0
aplikasi bagus suka belanja shopee tapi sedikit kecewa tiba tiba sistem bayar codnya sering non aktif alas jual gagal kirim alamat tuju beli tolak kirim pesan padahal pernah tolak pesan sampai tolong shopee bijak bila jasa kirim buat lapor bahwa mes tolak kirim pesan harus serta foto atau vidio mes hal tuk jaga nama baik beli jual,1
suka blnja shopie mmberikn nyaman belanja srcara mudah aman,1
aplikasi kenapa yha tiap bukak aplikasi otomatis auto masuk video live ngeselin banget shi udha home malah video masih ngeplay rekomendasi pun jelas barang kita cari pada kata kunci nongol produk sampah produk tipu pihak shoope harus milik fitur periksa barang jual oleh seller agar kasus tipu barang bintang layak shoope,0
fitur spaylater sangat bantu utama jika belum uang,1
aplikasi usak rakyat,0
kirim spx buruk paket kirim tanggal april sampai sekarang tanggal april belum jelas status kirim barang lapor shopee namun jelas sama sekali agar paket segera antar,0
males banget pilih jasa kirim apalagi shopee pilih jne pasti estimasi bakal minggu meski dalam satu pulau,1
aman cepat puas,1
bagus sangat bantu tapi aju spaylater mohon diupdate lagi,0
shopee semenjak update akhir gaje masak tiap mau laku cari atau laku transaksi minta hidup gps mulu ganggu banget padahal belum aman ngga kayak gin rating akan ubah bila masalah optimal,0
boneka lembut sekali kualitas suka sekali kakak nanti akan belanja lagi,0
shopee memang mantap terus amanah jangan kewekan langgan setia sukses selalu,1
alam guna aplikasi sangat baik tampil mudah paham navigasi lancar banyak pilih produk harga saing serta promo tarik proses bayar aman kirim cukup cepat sangat bantu butuh hari hari,1
apk bagus murah lagi,0
shopee seperti dulu lagi skrng belanja shopee jalan hari baru nyampe dulu hari udah nyampe minat belanja shopee kurang shopee masih lambat kirim rekomendasi jangan belanja lagi lalu aplikasi shopee krn kirim terlalu lama sampai hari,0
satu hal sangat suka aplikasi cari kata kunci lcd kenapa malah iphone plis gatau apa cemana jelas tiap cari pasti kek gituu sama baru buka aplikasi bukan sodorin home malah mampir toko bahkan butuh sama sekali harap fix rusak nyaman guna sepele tapi sangat menganggu,0
hati hati aplikasi enak sendiri tanpa pikir guna tegas lagi hati hati,0
kadang lemoot,1
shope makin bobrok beli trafo belt kendala pada barang jual respon laku kembali barang kali tolak kata bukti vallid padahl udah jelas bukti ktika order sya tulis catat akhir saldo lepas jual sebgai beli rugi banget dapat barang bobrok gegara shope mau tanggung jwb mnghubungi shope pakai via tlp cuma janjiin cuma modal omong doang kerja lelet pula,0
sangat bantu temu barang pilih baik,1
kecewa usaha kelas shoopee bahkan ikut libat dalam kasus alami,0
iklan maksa ganggu bgt buka aplikasi lain alih sini,0
mohon bantu eror shoopenya gin telah diupdate sama aja masih masalah kadang telah pilih produk harus masuk home jual malah balik home awal jadi balik lagi awal bukan home jual harus cari produk lagi gimana min mohon bantuanya cace aplikasi coba tetep sama aja cek shoope dihp lain normal,0
bagus dapat pulsa perak,0
semua oke suka shopee tapi tolong tambah setel thema gelap supaya nyaman mata terima kasih,0
shopee sekarang kecewa biasa paling lama estimasi kirim hari telah kita pesan sekarang udah minggu belum kirim malah terang beli jadwal ulang kirim padahal belum kurir shopee antar paket orang tua kecewa sama paket pesan hadiah kan buat ibu,0
apa bru sekali batal kirim krna mau ganti alamat langsung cod lgi gmna sih sistem bikin malas aja,0
provider online shop recomandate produk bagus,1
paket sya hilang jam tdk tanggung jawab dri dri shope instan pihak shope kerja lama tangan lama banget sya sangat kecewea,0
aplikasi gajelas,0
kenapa shopee sekarang nggak sistem cod yah padahal bagus bagus barang tapi buat sistem cod susah banget tolong baik lagi aplikasi,0
rasa rugi sama pihak shope barang retur malah kembali pohak shope malahembenarkan jual terima barang rusak aliasa barang datang hanya packing kresek daj retur tapi malah tolak terima banding jual,0
entah kenapa sekarang beda dlu kualitas barang kenapah slalu sesuai respon jual pernah jawab akhir kemarin pesan apa kirim apa sangat kecewa tindak sma sekali shopee,0
poko shope mntaappp,0
shopee benar sangat bagus tapi tolong jangan batas beli berapa,0
alhamdulillah senang guna aplikasi shopee belanja apa ingin jika sempat pergi atau barang daerah tinggal,1
poko nyah mantap lah buat shopee nyah soal nyah shopee cod bayar tempat makasih shopee,0
tolong pesan sama semua kurir antar barang agar foto wajah terima nanti salah guna hati hati buat semua belanja shoope ongkos sering jebak budaya perhati belum klik buat pesan,1
sip dah belanja,0
kenapa blum hapus paylter lunas masih jalan pdahal lunas pliss gimna pihak shopee tanggung jawab,0
aplikasi makin besar makin lot padahal ubah signifikan,1
toko sih bagus tapi banyak jual nipu banyak produk sesuai posting gilir udah nunggu hari dibatalin terus lain toko malah datannya lama banget lambat kecewa berat,1
sangat bantu dalam wujud ingin,1
maaf yah rangin bintang satu aja soal gak tarik kata stok habis,0
sangat bantu kami kampung,0
sangat amanah shopi emang toko top banget,1
gampang banyak promo,1
kecewa belanja sofie,0
pihak shopee gabsisa ngatur kurir spx kirim telat saat tanya mau ambil gudang respon jadi bukittinggi sementara kurir pihak ubah kirim hari ikut becus hilangin aja spxnya,0
moga tambah banyak bonus mudah shopepay terimakasih,1
sangat muas belanja shopee harga lumayan agak murah kualitas kecewa terimakasih shopee,1
shoope udah kenal banyak kalang orng emng tempat belanja udha bagus tapi stop iklan gasih risih tau kalo iklan mulu makin bad mood,0
cepat respons,1
kosambi gudang selalu buat paket larut larut lambat bahkan pernah kembali teledor lambat proses paket,1
bnyk tipu,0
toko shopee mall sekarang jamin produk jual original,1
barang banyak mahal,1
selalu puas,1
shopee makin depan lah top begete,1
gila banget aplikasi masa ngk ngapa ngapain malah blokir perangkat aju tapi belum buka bikin frustasi saja,0
berapa item produk hrg murah sangat jangkau krn shopee bonus voucher dll cod check dulu langsung order hee,1
trimaksih atas saran aman akun,1
adminnya lama,0
layan bagu kta terima barang karna sesuai skripsi mala cod beku slama bulan kan ane lyanan shopie,0
beri bintang ini sangat bagus ini sang bintang sang bintang selalu datang lambat,0
cepat mantap penting banyak diskon,1
shopee aplikasi baja online bagus tolong atur lagi tentang kirim biar jangan suka hati saja kembali barang pada jual tanpa beri info beli sering jadi pada belanja,0
banyak barang sesuai,1
kenapa shopee sekrang kirim sangat lambat sampai minggu dapat gratis ongkir,1
sangat kecewa dengn aplikasi pihak shope laku bayar tagih shopee pinjam indomaret tapi masih tagih aplikasi akun shopee nak tipu saldo rekening besar oleh laku tipu mengatasnamakan shopee mohon bantu agar saldo rekening kena tipu gantitanggung jawab oleh pihak shopee mohon bantu aktif akun shopee beku pihak shopee ganti sandi baru dapat ganti,0
kirim lama suka tiba tiba batalin sama kurir bilang tolak padahal salah rumah sama layan gak bantu,1
jaring tapi aplikasi loading aja buka gambar mau belanja males,0
syng dlm misi nonton live tempat manado sering ganggu sinyal kurang live sering ngadat kdg lancar kdang henti jdnya agk kcw krn sinyal sgt mpengaruhi acara nonton live guna bgi mksh,1
pernah order barang bayar langsung lalu spay cuma barang sampai alamat kurir udah kirim bukti pesan sampai tapi foto bukan alamat entah mana foto kecewa shopee kurang tanggung jawab hanya beri kompensasi bahkan tak sampai tengah rugi kami anggap masalah selesai,0
banget tahun lalu pakai apk selalu,1
dateng,1
gak angin gak hujan tiba akun spaylater beku aneh banget shopee sekarang,1
alhamdulillah ada apalikasi sangat bantu,1
aplikasi benar benar senang bikin penasaran,0
aplikasi sangat baik,0
puas bangets belanja dishopee kirim cepat amanah kembali barang dana cepat tingkat terus layan,1
aplikasi kolot udh tahu alamat pas order awal alamat domisili malah ganti otomatis sndiri kocak,0
sistem shopee food baik lagi order makan lama gara driver paksa double order bahkan triple order ongkir terima driver banyak potong padahal customer bayar tetep sama,0
paket gak mahal,1
mantap sangat bantu sekali belanja,0
shopeeni knp dah apk bobrok apa gimana mau bayar pake shopee pay lot pdhl sinyal stabil kurang bayar ajh jam sendiri apk gede biaya tangan lot minta ampun,0
sbnrnya bagus aplksi cuman sbel bgt kalo bgtu buka aplks lgsg vdio life gangguuu mana skrg drama ganggu bgt sumpahhh klo bsa next updt baik,0
makin kesini kirim makin lama,1
aplikasi apa ngeleg minta ampun padahal jaring bagus tapi lot bgt tolong dong sistem tingkat lagi,0
suka sekali belanja shopee barang bagus alhamdulillah sesuai ingin,1
akun banyak kirim barang amanah segera tindak,1
shope laku bayar otomatis suka,1
tiap belanja pake akun baru tiba tiba atau gaje shopee,1
aplikasi worth argo driver cuma,0
ekspedisi tuh benerin lagi kirim paket aja lama amat sistem kacau paket udah sampe gudang paling deket balikin sunter lagi alesan salah jalur apa saran gua kalo gratong bikin tekor kasih potong harga ongkir aja kasih gratis ongkir tapi kirim busuk buat apa siapa mau kadalin,0
iklan yanh sangat paksa,0
sanga suka blnja shopee skrg perlu atas kpla smpe kaki smua sukses llu,1
kenapa harga muncul mahal muncul adik apa macam diskriminasi tentu,1
skg lagi malas belanja shoppe kirim lamaaa banget trus ongkirnya mahal banget,1
alhamdulillah sllu puas belanja shoope,1
shopee bantu bangat terimakasih,1
baru pertama pke shopee langsung kecewa kirim spx tepat waktu estimasi tanda tidak disiplin dalam kerja tolong baik kirim spxnya,1
pokok puas belanja shopee,1
ada aplikasi tahu telah berapa banyak belanja shopee dalam minggu bulan atau tahun akhir satu lagi kembali beli gagal dapat muncul saldo jumlah saja tapi uang kembali muncul,0
aplikasi kecewa,0
kirim lot pinjam susah cair,0
aplikasi shopee sangat bagus sangat manfaat mudah belanja online aplikasi shopee trmksh,0
berat bgt aplikasi niat buat aplikasi blanja apa game dah,0
bintang buat shopie mntap,1
bingung kak email shopee lupa sehingga urus spinjam lom selesai mhn solusi kak,1
sangat muas pesan suda tiba tepat waktu,1
moga jadi baik,1
aplikasihnya bagus sekali belanja apaaja deh selalu gas pakai aplikasihnya,0
sering jadi pihak kurir palsu terang kurir tiada dtg lokasi maupun hub beli kurir beri saksi terang palsu nyata pihak beli tolak mohon tindak lanjut demi tahan aplikasi shopiee tetap laris manis,0
belanja shopee murah datang cepat paket aman terimakasih shopee,1
mudah belanja ibu sibuk,1
selalu utama puas langgan,1
oke goodjob,1
belanja makin mudah sangat muas,1
hemat banget kita sen datang kuril sapi tuju rumah,1
keren,1
gak beda dri tahun sampai kembali barang atau dana lama banget skrng sampe minggu tanpa info apa diskusi dibales super lama lah belanja lagi shopee,0
keren,1
ongkir selalu gratis,1
belanja apa aja aplikasi,0
sangan bagus tapi kita pesan suka lama datang,0
selalu kirim sesuai pesan puas belanja shope,1
bagus update baru,1
reedem jir,0
udh jdi langgan shopeee,1
perna mes barang ahope awal normal pas uda kirim tokoh mala blokir milik tentu kapan barang sampai tiba udah lama bulan mala nyampek uang sud habis kira akan nyampek lagi terus kembali barang kurir mala bilang bayar gagal sama notifnya cod bayar tempat lagi tolong perhati,0
aplikasi bagus cuma suka telat kirim,0
ganti gmn crany kok hubung mbaking mandiri,0
jelas bukti lampir video barang rusak tetapi kalah jual karna jelas logis,0
min gimana kena tipu sini niat sen pin malah dateng krupuk,1
shopee sangat bantu belanja butuh kita mulai brand butik alat tukang kebun serta barang barang remeh unik unik semua shopee refound bayar sangat mudah semua transparan hanya mungkin admin biaya layan transfer bank terlalu besar sopee tolong rang agar supaya tebebani admin besar,0
barang dbeli harga murah kualitas,1
sukses sama,1
tolong pihak shopee estimasi tiba paket akurat paket sering datang telat rugi waktu nunggu hari paket malah tiba hari,1
bagus bantu sekali,0
bagus sekali aplikasi mudah perlu apa saja butuh,0
kirim lambat padahal masih dalam kota sampai hari,0
aman nyaman poko buat shopee thebes,1
belum pernah kecewa,0
user platinum laku kembali barang dapat cacat jual aku lalai terima jika barang kembali tapi pas barang terima jual hari jual ikan notif kembali dana hanya notif aju banding lapor kasih solusi sungguh jadi takut jika belanja shopee,0
oke lumayan ngutang sip lah,1
tolong dong min shopee benerin jangan tiba langsung retur aja,1
smg sukses,1
barang dtg sesuai skripsi barang bagus toko amanah,1
guna banget,1
shopee lindung beberapa toko laku scammer baru kali pesan barang kirim beda kurang barang habis waktu bila tinjau kembali dgn berat hati hapus apk,0
terima dalam keadaaan aman,1
lagi lagi belanja shopee,0
mau login satu susah amat,1
lumayan kerna voucher bnyak,1
verifikasi wajah terus gagal payah bgt,0
muas guna apk,1
aplikasi bagus sangat bantu bagi kami belanja,0
turut semua aplikasi belanja online shopee paling worth tapi turut yaa,0
selalu promo makasih shoppee,1
mudah kesan belanja shopee,1
bagusss bangett,0
moga sukses trus,1
sanggat puas,1
makin bagus belanja dishopee moga harga selalu discount selalu dapat ongkir gratis semua,1
puas banget belanja online gak repot toko,1
gajelas estimasi tanggal blom apa masih kemas mesen tanggal,0
antar agk lambat krn bawa temennya,1
makin bagus mantap lengkap semua perlu,1
baru kali pke shopi,1
mohon baik sekarang gakbusa cod asa dulu dah,0
keren banget dapat harga murah,1
benerin deh aplikasi alamat tiba ubah gua jadi maki sama driver,0
shopee adalah tempat belanja online baik saat sangat rekomended,0
dlm ada apa belanja apa tetap aplikasi,0
berapa kali coba belanja toko belah tapi kirim lama lama shopee cukup cepat andal,0
gajelas paket kembali tanpa konfirmasi lebih dahulu tolong ekspedisi jgn cuma spx aja ngerepotin,1
pesan sampai sesuai antara iklan pes kirim cepat,1
semenjak shopee mau beli barang gampang bgt beli makan gampang banyak diskon lagiii,1
paket gerak lama hari hari terus tiba tiba kembali tanpa alas jelas bagai guna rasa rugi waktu buang voucher hangus tanpa salah sistem seperti harus jadi platform besar shopee sumpah najis bgt shopee sebel,0
udah gak aman kah shopee saldo jual puluh juta tiba gak tarik padahal akun awat tdk pernah laku langgar jujur kecewa rugi puluh juta,1
aplikasi bagus tapi tombol pesan selesai klik belum kurir barang sampai tuju bug apa bagaimana,0
apa sekarang shoppe banyak bug tlol,0
shopee sdah bagus keren,1
pndah krn jauh lbh murah kwalitas lbh bgusss,0
belakang shopee jelek udah gitu aja,0
jauh shoopee layan baik,0
apa para jual gajelas semua redup aja lah,0
aplikasi bagus mudah beli kita minatin,0
bagus manfaat,1
aplikasi bagus mudah saat belanja kirim cepat sangat suka aplikasi shopee,0
happy shopping bnyk diskon gratis ongkir,1
shopee sekarang admin buat jual dah tinggi banget layan tkm mediasi parah banget mood semua cewek enak ngeakhirin chat pdhl blm kelar masalah hasil akhir gak pernah adillll baca nih gak pernah adillllllll,1
belanja online sangat manfaat tapi sedikit kendala kait toko online daftar shopee mereka memposting barang pre order tapi cantum kata pre order ketika barang telah pes oleh langgan kata pre order mereka cantum sangat menggangu masuk tipu pihak shopee tolong hal macam jadi lagi,1
download lagi tapi klu cod kan hapus takpernah pake lagi aflikasi,0
expedisi spxmu baik dulunya hari udh sampai skrng paket udh hari mentok kosambi kek lah padahal sengaja ngambil reguler rela bayar ongkir smpai biar cepat smpai ehh malah rasa hemat smpainya lama,0
banyak akun tipu bilng file blokir tingkat aman donk,0
beli vip biar dapat chat gpt bulan malah dapat alasanya layak lah layak gimana bintang kosong gua kasih bintang losong hati hati buat kalian beli vip,0
selalu sesuai order,1
jarang pake aplikasi,0
sering belanja lewat shopee lama lama kecewa bgt apk karna banyak bgt jual gak amanah deskripsi barang datang tuh jauh bgt beda,0
barang lengkap banyak promo,1
antap,0
sangat bagus aplikasi shopeee,0
murah cepat barang bagus banyak palsu tipu tapi cara seluruh baik kurir lain sangat recomended tetap hati pilih barang jangan murah tapi poto postingan bagus cari harga padan biar tipu,0
lumayan aga hemat,0
bahas lagi yaa tolong dong iklan atur iya tau buat makin banyak pake shopee pake tapi iklan lewat tau masa baru buka wattpad cari cerita trus iklan bagus cuman iklan nah keluar aplikasi tolong banget nih padahal dulu wattpad biasa aja pernah gitu tau sekali lagi tolong atur iklan biar ganggu pas baca,0
shopee ganti ekspedisi jgn pake spx masalah sen barang bayar pake cod pernah beress ntah paket stuck situ situ aja paket batal dikembaliin jual belum lagi kembali dana ribettt tolong lah baik ekspedisi,1
voucher hangun pdhl baru beli bbrp jam lalu tdk pemberitahuan bahwa voucher akan kadaluarsa dana tdk kembali,1
pokok suka banget sama shope,1
aplikasi cma gambar putih,0
mantab berkah,1
tiap belanja barang datang rusak mulu kata toko kurir shopee maen lempar lempar sembarang antara lamaaaaaa kata datang tgl nyampe sekarang belum datang,0
sangat senang belanja shopee banyak bonus gratis ongkirnya,1
mau checkot malah keluar atau akun anda blokir apa salah aneh banget soal urgnet,0
sering banget shopefood selalu kirim prioritas tapi kenapa dapet drivernya lama banget contoh seperti sekarang harus nunggu menit buat dapet driver,1
tampil ukur produck,1
bnget banyak bantu butuh keluarga lingkung top dah,1
tiap saat belanja shoope tapi kudu jeli belanja jangan sampe teledor,0
sangat bantu belanja ada aplikasi shopee,0
pesan datang cepat barang bagus pas rumah,1
voucher tiba tiba hilang sendiri,1
jasa kirim spx pilih shoope skrg sgt muas kurir daerah desa pinggir riau semena sllu batal pihak hadap kirim telah pes,0
nyaman blanja shopee pada tokpe,0
kadang bagus kadang jelek tpi mmbantu kita belanja online,1
aplikasi bagus bngt tapi minta tolong shopee upgrade lagi saar pesan sedang antar tera nomor kurir antar kya toko belah supaya mudah hubung kurir nunggu kurir duluan menghungi moga notic,0
buruk sekali kirim,0
mantap shopee ngasih baik terimakasih,1
layan shopee dalam tangan spaylaternya tele tele sangat kecewa,0
aplikasi belanja,0
mengapa susah sekali verifikasi akun lama hilang ganti akun baru padahal uang situ buat lagi udah hari hari situ kan verifikasi wajah kenapa masih sulit aja,0
kadang datang lama,0
kirim lewat spx sangat buruk udah nunggu bulan akhir kirim barang dicancel oleh spx padahal butuh ngeselin,0
terimakasih atas mudah layan buat kami moga layan digital terus makin maju lancar,1
terimakasih sangat bantu senang,1
suka shopee antar brang pas denggan pesan nyaa,1
bagus lazada banyak tipu shoope sama kirim lambat bagat jakarta barat jakarta selatan kirim minggu,0
saudara angkat manfaat,1
bagus bantu pesan produk dgn cara praktis,1
shopee deal sangat rugi mula hanya klik aja saldo kurang tanpa pes tolong baik lagi sama kayak maling langsung potong saldo orang tanpa tuju langgan,0
kurir shope ngopi dulu apa gimana min kirim lama bgt kembali barang lama bgtttttt,0
kacau sekarang sophe gak kayak dulu sen barang nyampe cuma sisa lagi balikin sama sistem ajing lagi kita kena sansi gak cod padahal gak ngirim batalin kurir udah lapor berkx gak tindak lanjut mending pake apk belah mahal dikit barang jamin nyampe,0
aplikasi sangat unik trus murah harga produk sangat bagus,1
shopee retur barang gratis ongkir manstafs buat shopee,1
barang terima baik cacat,0
jangan pake aplikasi proses refund lama gak jelas uang beli tahan juta padahal barang retur terima jual chat sana sini jawab template gak solusi sama sekali uang gak kunjung kembali,0
murah harga jangkau mud temu barang barang elektronik asesoris otomotif,1
belanja muda lewat shopee,0
shopee konfirmasi transaksi doang lama ajg malah respond gblk cpeet ngasih bintang google asw,0
mohon maaf developer hormat apakah sekarang voucher shopeefood sedikit potong gak kaya bulan kemarin padahal kerap pakai shopeefood voucher buat belanja baju lain lain banyak tolong developer timbang lagi biar banyak voucher hangus gak kepakek terima kasih,0
jauh bagus semua,0
sangat guna bantu,1
jauh masih aman aman saja belum sering belanja toped,1
sampe saat beli tepat waktu sll tepat pas sesuai deskripsi,1
luarbiasa pesan sesuai dgn harap kirim lancar tepat waktu terimakasih banyak,1
sungguh sangat bantu mudah hanya saja selektif lagi cari tokok amanah jujur,0
pihak shopee klu kritik jawab satu maaf kak maaf kakk tapi pernah baik jengkel lagi tiap buka aplikasi langsung keluar vidio jual hati hati semua dlam shopee banyak tipu cair dana paylater,0
salah kurir pdhl thn pkek shopee baru kli blokir pihak shopee hnya krna alamat masalah kok akun blokir anter tau jalan pdhl tmptnya udh benar kok alamat masalah,0
sini selalu dapat barang ingin harga variasi murah belanja shopee,1
suka belanja shopee barang sesuai layan muas,1
spam iklan,0
kecewa sama shopee skrg kirim lambat kurir bner asal gagalin kirim sering nyangkut karawaci bad buat shopee,0
tempat belanja paling nyaman cepat semua sini banyak diskon kalo kirim cepat hari sampai,0
respon kurir instant kurang cepat tegas hingga toko janji cepat kurir jemput pesan kami,1
bagus tolong tokok gak amanah dibaned aja,1
barang muas tapi bom coba semprot,0
kenapa sekarang susah dowload apa salah tolong bantu bagaimana,0
mantapp sering banget dapet promonya heheh,1
ketemu saller bodong muncul video entah dibutuhin paling parah batal pihak seller udah sekian kali beli barang estimasi tgl pas cek mlh dibatalin tgl php gak ganti rugi pula sih kalo pas masuk aplikasi langsung masuk beranda gausah disuguhin video sering nonton video dll muak video disuguhin shopee,0
aplikasi bagus sangat bantu butuh kita mau,0
lama sih paket selalu aman,1
bug ilang pasang iklan ngerestar ulang cari tau realog cari iphone asli maksa banget bug,0
kembali barang sulit,0
aplikasi makin jelek sdh berapa kali baharu selalu keluar sendiri,0
mantap jiwa,1
ongkos kirim paling mahal antara rivalx pake exp cepat bujubuset lambatx minta amplop voucher tdk pakai pulak auto uninstall sdh datang order sisa buah,1
belanja murah kualitas kirim cepat pesan sesuai kurir ramah tepat waktu,1
bagus tiap kali belanja isi ulas playstore,1
jdi smpah nmr sya gra sistem ikat klian aneh nmr ponsel sbgai media komunikasi antara kurir dngan terima brang mlah jdikan taut permanen sya hilang akun tdak mslah jdi mslah nmr ponsel ikat scra permanen lepas taut nmr ponsel sya enak aja enak klian enak sya,1
cod cek dulu batas sangat kecewa soal barang kadang sesuai harap batas cod cek dulu sangat bantu sama takut sesuai,0
gajelas aplikasi amanah jelas jelas verifikasi cuman buat voucher tapi habis verifikasi voucher langsung hilang gajelas sumpah,1
kenapa akhir akhir kirim lama sekali datang biasa sampai sekarang mau hari udah ngak sanggup shopee bikin express tepat waktu lagi program,0
